Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Url
N.Gil,Sequin Chevron Cheer Dance Yoga Gymnastic Travel Tote Bag,9.95,Aqua; Gold; Hotpink; Navy/Orange; Orange; Purple; Red,15 customer reviews,4.1 out of 5 stars,NA,Shipping Weight:  10.1 ounces (View shipping rates and policies); ASIN:  B017L7A8HE; ; Item model number:  ZIQ678_009; Date first available at Amazon.com:  November 5 2015; Amazon Best Sellers Rank:  #741603 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#912 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#3406 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #912 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3406 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 15 customer reviews,5 star (66%),4 star (13%),3 star (7%),2 star (7%),1 star (7%),https://www.amazon.com/Sequin-Chevron-Cheer-Gymnastic-Travel/dp/B017L7A8HE/ref=sr_1_1530
Lug,Lug Aerial Tote Midnight Black Travel Tote,84.99,,NA,NA,NA,Product Dimensions:  7.5 x 24 x 16.5 inches; Shipping Weight:  2.1 pounds (View shipping rates and policies); ASIN:  B073R4RQCF; ; Item model number:  AERIAL -MIDNIGHT BLACK; Date first available at Amazon.com:  August 17 2017; Amazon Best Sellers Rank:  #547427 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#679 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#2578 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #679 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2578 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Lug-Womens-Aerial-Travel-Midnight/dp/B073R4RQCF/ref=sr_1_1531
Liberty Bags,Liberty Bags - Branson 6 Ounce Cotton Canvas Tote - 8502,4.19,Black; Natural; Navy; Red; Royal,NA,NA,NA,Shipping Weight:  2.72 ounces (View shipping rates and policies); ASIN:  B00BXP3PLW; ; Item model number:  8502; Date first available at Amazon.com:  July 26 2005; Amazon Best Sellers Rank:  #969228 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#10394 in Beauty & Personal Care > Tools & Accessories > Bags & Cases; #10394 in Beauty & Personal Care > Tools & Accessories > Bags & Cases; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Liberty-Bags-Bargain-Canvas-Natural/dp/B00BXP3PLW/ref=sr_1_1532
Nikky,Nikky Rfid Blocking Wallet Glitter Stars [black] Clutch Organizer Travel Purse,16.95,,NA,NA,NA,Product Dimensions:  7 x 1 x 4 inches; Shipping Weight:  6.6 ounces (View shipping rates and policies); ASIN:  B076JSPD9K; ; Item model number:  NK20105; Date first available at Amazon.com:  October 18 2017; Amazon Best Sellers Rank:  #6014933 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#196874 in Clothing Shoes & Jewelry > Luggage & Travel Gear; #196874 in Clothing Shoes & Jewelry > Luggage & Travel Gear; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Nikky-Womens-Blocking-Glitter-Organizer/dp/B076JSPD9K/ref=sr_1_1533
PickYourStyle,PickUrStyle Travel Bag Lightweight Waterproof Foldable Storage Carry Luggage Duffle Tote Bag For Women And Man,8.99,Black; Green; Grey; Navy Blue; Pink,1 customer review,5.0 out of 5 stars,NA,Package Dimensions:  8.3 x 7.8 x 1.8 inches; Shipping Weight:  9.9 ounces (View shipping rates and policies); ASIN:  B0744H92BL; ; Item model number:  01-TB; Date first available at Amazon.com:  July 21 2017; Amazon Best Sellers Rank:  #961114 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1212 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #1212 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Lightweight-Waterproof-Foldable-Storage-Luggage/dp/B0744H92BL/ref=sr_1_1534
N.Gil,Geometric Themed Prints NGIL Utility Tote Shopping Bag,32.74,Geometric Trellis-Navy; Multicolor Vine-Navy; Quatrefoil-Navy; Tribal Ikat-Navy,2 customer reviews,5.0 out of 5 stars,NA,Package Dimensions:  23.5 x 11.6 x 0.9 inches; Shipping Weight:  1.95 pounds (View shipping rates and policies); ASIN:  B01N09765P; ; Item model number:  HOL603_007; Date first available at Amazon.com:  November 4 2016; Amazon Best Sellers Rank:  #2063667 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2767 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2767 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Quatrefoil-Ikat-Print-Utility-Shopping/dp/B01N09765P/ref=sr_1_1535
3dRose,3dRose RinaPiro - Inspirational Quotes - Be strong brave fearless. Motivational. - Tote Bags,NA,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B071NF3PFK; ; Item model number:  tb_253875; Date first available at Amazon.com:  April 24 2017; Amazon Best Sellers Rank:  #2399335 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3242 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3242 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/RinaPiro-Inspirational-fearless-Motivational-tb_253875_1/dp/B07116H7BN/ref=sr_1_1536
Twin Tote Bag,Twin Tote Bag | 12pcs 14.6 x 16.5" Heavy Duty Cotton Canvas Grocery Shopping Bags with Long Shoulder Straps | Eco-Friendly Easy to Clean Lightweight and Personalized Utility Bags | Cream | 1400.3,25.99,2 Pcs; 4 Pcs; 12 Pcs,4 customer reviews,4.2 out of 5 stars,Package Dimensions: 10.2 x 9.7 x 2 inches; Item Weight: 9.6 ounces; Shipping Weight: 9.6 ounces (View shipping rates and policies); Department: unisex-adult (luggage only); ASIN: B06XXGG2ZY; Customer Reviews: 4 customer reviews4.2 out of 5 stars; Date first available at Amazon.com: March 29 2017,NA,5 star (50%),4 star (25%),3 star (25%),N/A,N/A,https://www.amazon.com/Twin-Tote-Bag-Eco-Friendly-Personalized/dp/B06XXGG2ZY/ref=sr_1_1537
N.Gil,Geometric Themed Prints NGIL Utility Tote Shopping Bag,32.74,Geometric Trellis-Navy; Multicolor Vine-Navy; Quatrefoil-Navy; Tribal Ikat-Navy,2 customer reviews,5.0 out of 5 stars,NA,Package Dimensions:  23.5 x 11.6 x 0.9 inches; Shipping Weight:  1.95 pounds (View shipping rates and policies); ASIN:  B01N09765P; ; Item model number:  HOL603_007; Date first available at Amazon.com:  November 4 2016; Amazon Best Sellers Rank:  #2063667 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2767 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2767 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Quatrefoil-Ikat-Print-Utility-Shopping/dp/B01N09765P/ref=sr_1_1538
3dRose,3dRose RinaPiro - Inspirational Quotes - Be strong brave fearless. Motivational. - Tote Bags,NA,,NA,NA,NA,Shipping Information:  View shipping rates and policies; ASIN:  B071NF3PFK; ; Item model number:  tb_253875; Date first available at Amazon.com:  April 24 2017; Amazon Best Sellers Rank:  #2399335 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3242 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3242 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/RinaPiro-Inspirational-fearless-Motivational-tb_253875_1/dp/B07116H7BN/ref=sr_1_1539
Twin Tote Bag,Twin Tote Bag | 12pcs 14.6 x 16.5" Heavy Duty Cotton Canvas Grocery Shopping Bags with Long Shoulder Straps | Eco-Friendly Easy to Clean Lightweight and Personalized Utility Bags | Cream | 1400.3,25.99,2 Pcs; 4 Pcs; 12 Pcs,4 customer reviews,4.2 out of 5 stars,Package Dimensions: 10.2 x 9.7 x 2 inches; Item Weight: 9.6 ounces; Shipping Weight: 9.6 ounces (View shipping rates and policies); Department: unisex-adult (luggage only); ASIN: B06XXGG2ZY; Customer Reviews: 4 customer reviews4.2 out of 5 stars; Date first available at Amazon.com: March 29 2017,NA,5 star (50%),4 star (25%),3 star (25%),N/A,N/A,https://www.amazon.com/Twin-Tote-Bag-Eco-Friendly-Personalized/dp/B06XXGG2ZY/ref=sr_1_1540
Nouvelles Images,Nouvelles Images Retrospect RETV040 More Issues Than Vogue Tote 16.5 by 14.57 by 4.675-Inch,20.00,,NA,NA,Product Dimensions: 4.7 x 14.6 x 16.5 inches; Shipping Weight: 6.4 ounces (View shipping rates and policies); Item model number: RETV040; ASIN: B00OUHXZH4; Customer Reviews: Be the first to review this item0.0 out of 5 stars; Best Sellers Rank: #193605 in Arts Crafts & Sewing (See Top 100 in Arts Crafts & Sewing)#1184 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#4211 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,NA,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Nouvelles-Images-Retrospect-RETV040-4-675-Inch/dp/B00OUHXZH4/ref=sr_1_1541
Kipling,Kipling Ferra Precisely Purple One Size,89.00,Black; Blue Bird; Precisely Purple; True Blue; Very Berry,6 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  13 x 8 x 13 inches; Shipping Weight:  1.05 pounds (View shipping rates and policies); ASIN:  B00S7V1JUY; ; Item model number:  SL4793; Date first available at Amazon.com:  February 19 2015; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #771058 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#841 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #841 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 6 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Kipling-Ferra-Black-One-Size/dp/B00S7V1JUY/ref=sr_1_1542
ZUZIFY,ZUZIFY Go-Getter Tote Bag. TB0341,16.00,Black / Black; Chili Red / Black; Dark Charcoal / Black; Deep Aqua / Dark Charcoal; Royal / Black,NA,NA,NA,Package Dimensions:  14.3 x 9.6 x 1.2 inches; Shipping Weight:  10.2 ounces (View shipping rates and policies); ASIN:  B06XVMF38Q; ; Item model number:  ZUZ-TB0341-OS-DarkCharcoalBlack; Date first available at Amazon.com:  March 22 2017; Amazon Best Sellers Rank:  #1493473 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1958 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#6525 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1958 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #6525 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/ZUZIFY-Go-Getter-TB0341-Charcoal-Black/dp/B06XVMF38Q/ref=sr_1_1543
Victoria's Secret,Victoria's Secret 2017 Tote Bag Embroidered Logo Mesh.,NA,,NA,NA,NA,Package Dimensions:  14 x 9 x 2 inches; Shipping Weight:  1 pounds; ASIN:  B073C38C46; ; Date first available at Amazon.com:  June 26 2017; Amazon Best Sellers Rank:  #1197450 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1523 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#5325 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1523 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #5325 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Victorias-Secret-2017-Embroidered-Mesh/dp/B073C38C46/ref=sr_1_1544
Santa Barbara Design Studio,Santa Barbara Design Studio JKC Victorian-Styled Canvas Tote Because I Said So,20.00,All This and Brains Too; Because I Said So; Do You Have Any Idea; Never Give Up; Really?,9 customer reviews,3.9 out of 5 stars,Product Dimensions: 14.5 x 16 x 4 inches; Shipping Weight: 8 ounces (View shipping rates and policies); Domestic Shipping: Item can be shipped within U.S.; International Shipping: This item can be shipped to select countries outside of the U.S. Learn More; Item model number: CTOT-2510B; ASIN: B00CNZ6W48; Customer Reviews: 9 customer reviews3.9 out of 5 stars; Best Sellers Rank: #509722 in Arts Crafts & Sewing (See Top 100 in Arts Crafts & Sewing)#4010 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#11808 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,NA,5 star (67%),4 star (22%),N/A,N/A,1 star (11%),https://www.amazon.com/Santa-Barbara-Design-Studio-Victorian-Styled/dp/B00CNZ6W48/ref=sr_1_1545
CHICECO,CHICECO Original Lightweight Tote Bag with Hook Closure – Black /Burgundy Lining,32.99,,NA,NA,NA,Package Dimensions:  18.5 x 10 x 2.4 inches; Shipping Weight:  1.32 pounds (View shipping rates and policies); ASIN:  B0756SWWMQ; ; Item model number:  10453769; Date first available at Amazon.com:  August 28 2017; Amazon Best Sellers Rank:  #1695550 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2232 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#7340 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #2232 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #7340 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/CHICECO-Original-Lightweight-Tote-Closure/dp/B0756SWWMQ/ref=sr_1_1546
California,12-Inch Fashion Designed Travel Tote Bag with Coin Purse Collection,7.95,GREEN PAISLEY- 1501; Gray Greek Key; MULTI-COLORED CHEVRON; Pink Greek Key,1 customer review,5.0 out of 5 stars,NA,Package Dimensions:  11.8 x 6.3 x 1.3 inches; Shipping Weight:  0.32 ounces (View shipping rates and policies); ASIN:  B00OBS40QC; ; Item model number:  BG-CK-ST13; Date first available at Amazon.com:  October 9 2014; Amazon Best Sellers Rank:  #797550 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#986 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#3641 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #986 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3641 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Chevron-12-Inch-Collection-MULTI-COLORED-CHEVRON/dp/B00OBS40QC/ref=sr_1_1547
Fishers Finery,Fishers Finery Day-At-The-Beach Insulated Soft Tote Beach Bag; Multiple Straps,22.99,,9 customer reviews,3.7 out of 5 stars,NA,Product Dimensions:  16 x 8 x 16 inches; Shipping Weight:  1.55 pounds (View shipping rates and policies); ASIN:  B01HQJG4F2; ; Item model number:  LT-04-BG1-809-INS-NVY-M; Date first available at Amazon.com:  August 21 2016; Amazon Best Sellers Rank:  #1291615 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1658 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#5719 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1658 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #5719 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 9 customer reviews,5 star (34%),4 star (33%),3 star (11%),2 star (22%),N/A,https://www.amazon.com/Fishers-Finery-Day-At-Insulated-Multiple/dp/B01HQJG4F2/ref=sr_1_1548
Jaclyn,Jaclyn Denim Weekender,19.99,,NA,NA,NA,Product Dimensions:  16 x 7.2 x 10 inches; Shipping Weight:  1.5 pounds (View shipping rates and policies); ASIN:  B075W24PB3; ; Date first available at Amazon.com:  September 23 2017; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Jaclyn-Denim-Weekender/dp/B075W24PB3/ref=sr_1_1549
Saltwater Canvas LLC,Dolphin Bag Medium Mesh Beach Bag Tote 7 pockets  zip Black – 5 colors,26.77,,32 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  14 x 12 x 1 inches; Shipping Weight:  1.3 pounds (View shipping rates and policies); ASIN:  B002LQEM64; ; Item model number:  DOLPHIN-BLA; Date first available at Amazon.com:  August 16 2009; Amazon Best Sellers Rank:  #1047411 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1320 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#4645 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1320 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #4645 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 32 customer reviews,5 star (81%),4 star (13%),N/A,2 star (6%),N/A,https://www.amazon.com/Dolphin-Medium-Beach-pockets-Black/dp/B002LQEM64/ref=sr_1_1550
Ever Moda,Ever Moda Open Home Storage and Utility Tote Bag (Large) (Floral - Pink Black),26.67,,NA,NA,Product Dimensions: 18.5 x 13.5 x 7 inches; Item Weight: 1.75 pounds; Shipping Weight: 1.75 pounds (View shipping rates and policies); Manufacturer: Ever Moda; ASIN: B0711ZD8HD; Customer Reviews: Be the first to review this item0.0 out of 5 stars; Best Sellers Rank: #3531169 in Home & Kitchen (See Top 100 in Home & Kitchen)#5144 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes,NA,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Ever-Moda-Storage-Utility-Floral/dp/B0711ZD8HD/ref=sr_1_1551
DBTR Products,Large Tote Bag Collapsible~23"~Utility~Laundry~Diapers~Picnic~Shopping~Organize (Gray & White Damask),25.74,,1 customer review,4.0 out of 5 stars,Product Dimensions: 23 x 11 x 11 inches; Item Weight: 1.2 pounds; Shipping Weight: 1.45 pounds (View shipping rates and policies); Manufacturer: DBTR Products; ASIN: B010MGISZ0; Item model number: WF-UT23P; Customer Reviews: 1 customer review4.0 out of 5 stars; Best Sellers Rank: #1686407 in Home & Kitchen (See Top 100 in Home & Kitchen)#2010 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#6690 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage,NA,N/A,4 star (100%),N/A,N/A,N/A,https://www.amazon.com/Large-Collapsible-23-Utility-Laundry-Diapers-Picnic-Shopping-Organize-White-Damask/dp/B010MGISZ0/ref=sr_1_1552
,Roxy Women's Havana Spirit Travel Bag,48.00,Dress Blue Ax Hippie Hop Borde; Salsa Casablanca Geo,NA,NA,NA,Package Dimensions:  19.8 x 15.5 x 1.9 inches; Shipping Weight:  1.15 pounds (View shipping rates and policies); ASIN:  B01L15Y36O; ; Item model number:  ERJBP03462; Date first available at Amazon.com:  September 26 2016; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #1425900 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1834 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#6253 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1834 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #6253 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Roxy-Womens-Havana-Spirit-Travel/dp/B01L15Y36O/ref=sr_1_1553
all about me company,Personalized Basketball Gym Sports Duffel Bag,25.95,Black; Carolina Blue; Gold; Hunter; Maroon; Navy; Red; Royal,2 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  2 x 19 x 24 inches; Shipping Weight:  2 pounds (View shipping rates and policies); ASIN:  B018OPSWWU; ; Date first available at Amazon.com:  November 7 2015; Amazon Best Sellers Rank:  #316961 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#404 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#1601 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #404 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #1601 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Personalized-Basketball-Sports-Duffel-Carolina/dp/B018OPSWWU/ref=sr_1_1554
MAGID,Magid Straw Faux Leather Tassle Tote,28.99,Black; Toast,NA,NA,NA,Product Dimensions:  24 x 20 x 4 inches; Shipping Weight:  14.7 ounces (View shipping rates and policies); ASIN:  B0754237HP; ; Item model number:  P1578-Toast; Date first available at Amazon.com:  August 4 2017; Amazon Best Sellers Rank:  #1816468 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2388 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#7809 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #2388 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #7809 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Magid-Straw-Leather-Tassle-Toast/dp/B0754237HP/ref=sr_1_1555
Ever Moda,Ever Moda Floral Tote Bag,12.18,,2 customer reviews,5.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B077DVN686; ; Date first available at Amazon.com:  November 12 2017; Amazon Best Sellers Rank:  #478378 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#610 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#2307 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #610 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2307 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Ever-Moda-Floral-Tote-Pink/dp/B07239DD6C/ref=sr_1_1556
Mona B,Mona B Set Sail Market Bag,24.99,,NA,NA,NA,Package Dimensions:  18.6 x 15 x 1.8 inches; Shipping Weight:  15.2 ounces (View shipping rates and policies); ASIN:  B06XB9B45M; ; Item model number:  BL-404; Date first available at Amazon.com:  February 25 2017; Amazon Best Sellers Rank:  #2183177 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2936 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#9141 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #2936 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #9141 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Mona-Set-Sail-Market-Bag/dp/B06XB9B45M/ref=sr_1_1557
Disney,Pink Disney Princesses in Jewels Tote Bag,6.35,,NA,NA,Shipping Weight: 4 ounces (View shipping rates and policies); ASIN: B00JW2DF7M; Manufacturer recommended age: 3 years and up; Best Sellers Rank: #875258 in Toys & Games (See Top 100 in Toys & Games)#3700 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#11060 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Customer Reviews: Be the first to review this item0.0 out of 5 stars,NA,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Pink-Disney-Princesses-Jewels-Tote/dp/B00JW2DF7M/ref=sr_1_1558
Xekia,Xekia Che Guevara a Revolutionary Life Che Tote Handbags Bags for Work School Grocery Travel,NA,,NA,NA,NA,Shipping Weight:  6.1 ounces; ASIN:  B01MFE4MNO; ; Date first available at Amazon.com:  October 29 2016; Amazon Best Sellers Rank:  #2439300 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3297 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3297 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Xekia-Guevara-Revolutionary-Handbags-Grocery/dp/B01MFE4MNO/ref=sr_1_1559
Kipling,Kipling Women's Rizzi Convertible Mini Bag,39.99,Pine Grove; Wild Red,1 customer review,5.0 out of 5 stars,NA,Package Dimensions:  9.1 x 6.7 x 0.9 inches; Shipping Weight:  4 ounces (View shipping rates and policies); ASIN:  B06Y56PMR3; ; Item model number:  42-100218346; Date first available at Amazon.com:  October 17 2017; Amazon Best Sellers Rank:  #767358 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#946 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#3512 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #946 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3512 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Kipling-Womens-Rizzi-Convertible-Mini/dp/B06Y56PMR3/ref=sr_1_1560
Lesley Ye,Waterproof Clear Beach Tote Shoulder Handbag Lace Beach Bag with Small Cosmetic bag,17.99,Brown; Pink,3 customer reviews,3.2 out of 5 stars,NA,Product Dimensions:  15.9 x 10 x 1.5 inches; Shipping Weight:  1.85 pounds (View shipping rates and policies); ASIN:  B01LZG1I86; ; Item model number:  BAG-0264; Date first available at Amazon.com:  September 13 2016; Amazon Best Sellers Rank:  #1204674 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1535 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#5366 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1535 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #5366 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 3 customer reviews,5 star (67%),N/A,N/A,N/A,1 star (33%),https://www.amazon.com/Waterproof-Clear-Shoulder-Handbag-Cosmetic/dp/B01LZG1I86/ref=sr_1_1561
