Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Url
,Tumi Tahoe Regency Roll Top Weekender,283.46,Blue; Grey,11 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  7.5 x 29 x 14 inches; Shipping Weight:  5.5 pounds (View shipping rates and policies); ASIN:  B01C8CVADI; ; Item model number:  79833; Date first available at Amazon.com:  March 25 2016; Amazon Best Sellers Rank:  #769702 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#953 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#3507 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #953 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3507 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 11 customer reviews,5 star (55%),4 star (36%),N/A,N/A,1 star (9%),https://www.amazon.com/Tumi-Tahoe-Regency-Weekender-Luggage/dp/B01C8CVADI/ref=sr_1_520
Hedgren,Hedgren Tax 3-way Expandable Business Briefcase,149.00,,2 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  16 x 4 x 11 inches; Shipping Weight:  2.5 pounds (View shipping rates and policies); ASIN:  B00VB5BUGG; ; Item model number:  HBL09-003-02; Date first available at Amazon.com:  April 1 2015; Amazon Best Sellers Rank:  #2008895 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1481 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Briefcases; #1481 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Briefcases; Average Customer Review: 2 customer reviews,5 star (50%),4 star (50%),N/A,N/A,N/A,https://www.amazon.com/Hedgren-3-way-Expandable-Business-Briefcase/dp/B00VB5BUGG/ref=sr_1_521
Style in Print,Lady Bug Coccinelle Funny Image Canvas Colored Handles Tote Bag,14.99,Black; Red; Green; Hot Pink; Navy; Royal Blue,NA,NA,NA,Shipping Weight:  5 ounces (View shipping rates and policies); ASIN:  B078YFQ2VG; ; Item model number:  CCHANKTFUNNY017; Date first available at Amazon.com:  January 11 2018; Amazon Best Sellers Rank:  #1438541 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1861 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #1861 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Coccinelle-Funny-Canvas-Colored-Handles/dp/B078YGP6B7/ref=sr_1_522
Ever Moda,Ever Moda Grey Moroccan Open Home Storage and Utility Tote Bag (Large),29.93,,NA,NA,Product Dimensions: 18.5 x 13.5 x 7 inches; Item Weight: 1.75 pounds; Shipping Weight: 1.75 pounds (View shipping rates and policies); Manufacturer: Ever Moda; ASIN: B071P8JNXC; Customer Reviews: Be the first to review this item0.0 out of 5 stars; Best Sellers Rank: #1608183 in Home & Kitchen (See Top 100 in Home & Kitchen)#1893 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes,NA,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Ever-Moda-Moroccan-Storage-Utility/dp/B071P8JNXC/ref=sr_1_523
Fantasylinen,Fantasylinen Waxed Canvas Tote with Leather School Bag Daily Bag Carry All Bag,49.99,,NA,NA,NA,Product Dimensions:  13.4 x 14.6 x 4.7 inches; Shipping Weight:  1.5 pounds (View shipping rates and policies); ASIN:  B076TCPK6K; ; Date first available at Amazon.com:  October 25 2017; Amazon Best Sellers Rank:  #2833644 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3865 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #3865 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Fantasylinen-Waxed-Canvas-Leather-School/dp/B076TCPK6K/ref=sr_1_524
Victoria's Secret,Victoria's Secret PINK Bling Sequin Zipper Tote Bag,30.70,Black; Soft Begonia Pink,3 customer reviews,5.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B078SDL818; ; Date first available at Amazon.com:  January 3 2018; Amazon Best Sellers Rank:  #506553 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2197 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes#3547 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags#248904 in Clothing Shoes & Jewelry > Women > Shops; #2197 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Totes; #3547 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags; #248904 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 3 customer reviews,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Victorias-Secret-Bling-Sequin-Begonia/dp/B01MSVU4I5/ref=sr_1_525
,Travelon Anti-Theft Signature Hobo,47.19,Black; Khaki,73 customer reviews,4.0 out of 5 stars,NA,Product Dimensions:  4.2 x 13.5 x 8 inches; Shipping Weight:  1.05 pounds (View shipping rates and policies); ASIN:  B00ICD5XD6; ; Item model number:  42852 500; Date first available at Amazon.com:  May 3 2014; Amazon Best Sellers Rank:  #213576 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#281 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Hobo Bags#1472 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags#107602 in Clothing Shoes & Jewelry > Women > Shops; #281 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Hobo Bags; #1472 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags; #107602 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 73 customer reviews,5 star (56%),4 star (22%),3 star (7%),2 star (11%),1 star (4%),https://www.amazon.com/Travelon-Anti-Theft-Signature-Hobo-Black/dp/B00ICD5XD6/ref=sr_1_526
,Travelon Women's Anti-Theft Tailored Satchel Travel Purse,54.25,Garnet; Onyx; Sable; Sapphire,2 customer reviews,3.0 out of 5 stars,NA,Product Dimensions:  4 x 10 x 15.2 inches; Shipping Weight:  1.4 pounds (View shipping rates and policies); ASIN:  B06XBV28BN; ; Item model number:  43197 580; Date first available at Amazon.com:  February 28 2017; Amazon Best Sellers Rank:  #546240 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1158 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Satchels#1793 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags#267469 in Clothing Shoes & Jewelry > Women > Shops; #1158 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Satchels; #1793 in Clothing Shoes & Jewelry > Women > Handbags & Wallets > Top-Handle Bags; #267469 in Clothing Shoes & Jewelry > Women > Shops; Average Customer Review: 2 customer reviews,N/A,4 star (50%),N/A,2 star (50%),N/A,https://www.amazon.com/Travelon-Womens-Anti-Theft-Tailored-Satchel/dp/B06XBV28BN/ref=sr_1_527
,World Traveler World Traveler 13.5 Inch Beach Bag - Paisley Beach Tote,12.67,,NA,NA,NA,Product Dimensions:  13.5 x 6 x 13 inches; Shipping Weight:  11.8 ounces (View shipping rates and policies); ASIN:  B076Y9G51N; ; Item model number:  81TB3015-187; Date first available at Amazon.com:  January 3 2018; Amazon Best Sellers Rank:  #1195169 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1522 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#5308 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #1522 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #5308 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/World-Traveler-13-5-Beach-Paisley/dp/B076Y9G51N/ref=sr_1_528
Eastsport,Eastsport Supreme Deluxe 100% Clear PVC Printed Large Beach Tote with Free Large Wristlet,19.97,Blue Floral; Icy Blue with Dots; Pink with Dots,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  18 x 15 x 6 inches; Shipping Weight:  1.5 pounds (View shipping rates and policies); ASIN:  B075JS4VJW; ; Item model number:  498491-SF2; Date first available at Amazon.com:  September 11 2017; Amazon Best Sellers Rank:  #309213 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#396 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#1547 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #396 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #1547 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A,https://www.amazon.com/Eastsport-Supreme-Deluxe-Printed-Wristlet/dp/B075JS4VJW/ref=sr_1_529
Generic,Gen SH Womens Greek Key Beach Shopper Tote Bag (Navy & White),12.99,,31 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  10 x 7 x 1 inches; Shipping Weight:  0.32 ounces (View shipping rates and policies); ASIN:  B00YCQ86K4; ; Item model number:  TB3015-185N/W; Date first available at Amazon.com:  March 31 2015; Amazon Best Sellers Rank:  #686299 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#831 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #831 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; Average Customer Review: 31 customer reviews,5 star (71%),4 star (10%),3 star (10%),2 star (6%),1 star (3%),https://www.amazon.com/Womens-Greek-Beach-Shopper-White/dp/B00YCQ86K4/ref=sr_1_530
Lug,Lug Windjammer Everyday Tote MB Travel Tote,79.99,,NA,NA,NA,Product Dimensions:  6.5 x 12 x 12.5 inches; Shipping Weight:  1.75 pounds (View shipping rates and policies); ASIN:  B06WD12PMG; ; Item model number:  WINDJAMMER.v.2-MIDNIGHT BLACK; Date first available at Amazon.com:  February 19 2017; Amazon Best Sellers Rank:  #588807 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#735 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#2736 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #735 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #2736 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A,https://www.amazon.com/Lug-Womens-Windjammer-Everyday-Travel-Midnight/dp/B06WD12PMG/ref=sr_1_531
